,Unnamed: 0,week,arrest,fin,age,race,wexp,mar,paro,prio
0,0,20,0.0,0,27,1,0,0,1,3
1,1,17,0.0,0,18,1,0,0,1,8
2,2,25,0.0,0,19,0,1,0,1,13
3,3,52,1.0,1,23,1,1,1,1,1
4,4,52,1.0,0,19,0,1,0,1,3
5,5,52,1.0,0,24,1,1,0,0,2
6,6,23,0.0,0,25,1,1,1,1,0
7,7,52,1.0,1,21,1,1,0,1,4
8,8,52,1.0,0,22,1,0,0,0,6
9,9,52,1.0,0,20,1,1,0,0,0
10,10,52,1.0,1,26,1,0,0,1,3
11,11,52,1.0,0,40,1,1,0,0,2
12,12,37,0.0,0,17,1,1,0,1,5
13,13,52,1.0,0,37,1,1,0,0,2
14,14,25,0.0,0,20,1,0,0,1,3
15,15,46,0.0,1,22,1,1,0,1,2
16,16,28,0.0,0,19,1,0,0,0,7
17,17,52,1.0,0,20,1,0,0,0,2
18,18,52,1.0,0,25,1,0,0,1,12
19,19,52,1.0,0,24,0,1,0,1,1
20,20,52,1.0,0,23,1,0,0,1,4
21,21,52,1.0,1,44,1,1,1,1,0
22,22,24,0.0,1,29,1,1,0,1,2
23,23,52,1.0,1,28,0,1,0,1,1
24,24,52,1.0,1,21,1,1,0,0,0
25,25,52,1.0,1,19,1,1,0,1,2
26,26,52,1.0,0,33,1,1,0,1,1
27,27,52,1.0,0,19,1,0,0,0,2
28,28,52,1.0,1,19,1,0,0,1,3
29,29,52,1.0,1,23,1,1,1,1,9
30,30,52,1.0,1,23,1,0,0,1,3
31,31,52,1.0,1,19,1,0,0,1,1
32,32,52,1.0,1,42,1,1,0,0,0
33,33,52,1.0,0,23,1,1,1,0,2
34,34,52,1.0,0,24,1,1,0,0,3
35,35,50,0.0,1,20,1,1,0,1,2
36,36,52,1.0,0,22,1,1,0,1,5
37,37,52,1.0,0,27,1,1,0,0,2
38,38,52,1.0,1,19,1,0,0,0,4
39,39,52,1.0,0,28,1,1,0,1,3
40,40,52,1.0,1,33,1,1,1,0,9
41,41,52,1.0,0,24,1,1,0,1,1
42,42,10,0.0,0,21,1,0,0,1,14
43,43,52,1.0,0,22,1,0,0,1,2
44,44,52,1.0,1,19,1,0,0,1,2
45,45,52,1.0,1,22,1,0,0,0,2
46,46,52,1.0,1,22,1,0,0,0,15
47,47,20,0.0,1,23,1,1,0,1,5
48,48,52,1.0,0,32,1,1,1,1,2
49,49,52,1.0,1,27,1,1,0,1,0
50,50,52,1.0,1,36,1,1,0,0,0
51,51,52,1.0,1,22,1,1,0,1,1
52,52,52,1.0,1,32,1,1,0,1,1
53,53,50,0.0,1,19,1,1,0,0,10
54,54,52,1.0,0,28,1,1,1,1,1
55,55,52,1.0,0,32,0,1,0,0,3
56,56,52,1.0,0,33,1,1,1,1,1
57,57,52,1.0,0,26,1,0,0,1,1
58,58,52,1.0,1,20,1,1,0,1,0
59,59,52,1.0,1,42,1,1,0,0,9
60,60,6,0.0,0,19,1,0,0,0,6
61,61,52,1.0,0,22,1,1,0,0,2
62,62,52,1.0,0,22,1,0,0,1,5
63,63,52,1.0,0,36,1,0,0,0,11
64,64,52,0.0,0,23,1,1,0,0,2
65,65,52,1.0,1,27,1,1,0,1,3
66,66,52,1.0,1,21,1,0,0,1,1
67,67,52,1.0,1,22,1,1,0,1,2
68,68,49,0.0,0,35,1,1,0,1,3
69,69,52,1.0,0,21,1,1,0,1,4
70,70,52,1.0,1,25,1,1,0,1,5
71,71,52,1.0,0,18,1,0,0,1,0
72,72,52,1.0,1,26,1,1,0,1,2
73,73,52,1.0,0,30,1,1,0,0,4
74,74,52,1.0,0,20,1,0,0,1,2
75,75,52,1.0,1,43,1,1,0,1,1
76,76,43,0.0,0,23,1,1,1,1,4
77,77,52,1.0,0,42,0,1,0,0,2
78,78,52,1.0,0,21,0,0,0,0,2
79,79,5,0.0,0,19,1,0,0,0,3
80,80,27,0.0,0,29,1,0,0,0,4
81,81,52,1.0,0,30,1,1,0,1,3
82,82,52,1.0,1,21,0,1,1,1,10
83,83,52,1.0,0,20,1,0,0,1,7
84,84,22,0.0,1,19,1,0,0,1,10
85,85,52,1.0,1,22,1,1,0,1,1
86,86,52,1.0,0,25,1,0,0,1,3
87,87,18,0.0,0,22,1,0,0,0,4
88,88,52,1.0,1,22,1,1,0,1,4
89,89,52,1.0,1,24,1,0,0,1,2
90,90,52,1.0,0,39,1,1,1,1,4
91,91,52,1.0,0,21,1,1,0,1,1
92,92,52,1.0,1,20,1,1,0,1,2
93,93,52,1.0,1,24,1,0,0,0,1
94,94,52,1.0,0,25,1,1,0,1,2
95,95,24,0.0,1,21,1,1,0,0,4
96,96,52,1.0,1,20,1,0,0,1,1
97,97,52,1.0,1,19,1,0,0,1,3
98,98,52,1.0,1,24,1,0,0,0,2
99,99,52,1.0,1,24,1,1,0,1,1
100,100,2,0.0,0,44,1,1,0,1,2
101,101,26,0.0,0,32,1,1,0,0,2
102,102,52,1.0,0,23,1,1,0,0,3
103,103,49,0.0,1,19,1,0,0,1,1
104,104,52,1.0,0,20,1,0,0,1,1
105,105,21,0.0,0,27,1,1,0,1,0
106,106,48,0.0,0,19,1,0,0,0,6
107,107,52,1.0,1,21,1,1,0,0,1
108,108,52,1.0,0,20,1,0,0,1,1
109,109,52,1.0,0,25,1,0,0,1,3
110,110,52,1.0,0,20,1,0,0,1,6
111,111,52,1.0,1,23,1,1,0,1,3
112,112,52,1.0,0,20,1,0,0,0,2
113,113,52,1.0,1,30,1,1,0,0,1
114,114,52,1.0,0,25,1,1,1,1,0
115,115,52,1.0,0,22,1,1,0,1,1
116,116,52,1.0,0,24,1,1,0,1,3
117,117,52,1.0,1,18,1,0,0,0,4
118,118,8,0.0,1,40,1,1,0,1,1
119,119,52,1.0,0,22,1,0,0,1,1
120,120,52,1.0,1,23,1,0,0,1,6
121,121,49,0.0,0,21,1,1,0,1,1
122,122,52,1.0,1,24,0,1,1,1,2
123,123,52,1.0,1,24,1,0,0,1,14
124,124,52,1.0,0,38,1,1,0,1,2
125,125,52,1.0,0,26,0,1,0,0,3
126,126,52,1.0,1,29,1,1,0,0,1
127,127,52,1.0,0,21,1,0,0,1,8
128,128,52,1.0,1,21,1,1,1,1,2
129,129,52,1.0,0,22,0,0,0,1,4
130,130,8,0.0,0,23,1,0,0,1,5
131,131,52,1.0,0,27,1,1,0,0,2
132,132,52,1.0,1,18,1,0,0,1,2
133,133,13,0.0,0,23,1,0,0,0,5
134,134,52,1.0,1,24,1,0,0,1,2
135,135,52,1.0,1,21,1,0,0,0,3
136,136,52,1.0,1,20,1,0,0,1,4
137,137,52,1.0,1,27,1,1,0,0,4
138,138,8,0.0,1,20,1,0,0,1,11
139,139,52,1.0,1,29,1,1,1,1,5
140,140,33,0.0,0,19,1,0,0,0,10
141,141,52,1.0,0,20,1,0,0,0,8
142,142,52,1.0,1,18,1,0,0,1,0
143,143,11,0.0,1,19,1,0,0,1,2
144,144,52,1.0,1,24,1,1,0,1,1
145,145,52,1.0,0,28,0,1,0,1,4
146,146,52,1.0,1,26,1,0,0,0,4
147,147,52,1.0,1,17,1,0,0,1,0
148,148,52,1.0,0,21,1,0,0,1,3
149,149,37,0.0,0,34,1,1,0,0,2
150,150,52,1.0,1,26,1,1,0,0,1
151,151,52,1.0,1,43,1,1,0,1,2
152,152,52,1.0,0,20,1,0,0,1,0
153,153,44,0.0,0,20,1,1,0,1,1
154,154,52,1.0,0,32,1,1,0,1,1
155,155,52,0.0,0,25,0,1,0,1,1
156,156,52,1.0,1,22,1,0,0,1,1
157,157,52,1.0,1,31,0,1,0,1,1
158,158,52,1.0,1,42,1,1,1,1,4
159,159,52,1.0,1,32,1,1,0,0,10
160,160,52,1.0,1,20,1,0,0,0,8
161,161,52,1.0,0,20,0,0,0,0,1
162,162,52,1.0,1,36,1,0,0,1,8
163,163,52,1.0,1,34,1,1,0,1,2
164,164,52,1.0,1,28,1,1,1,1,3
165,165,52,1.0,1,21,1,1,0,1,2
166,166,52,1.0,0,18,0,0,0,1,6
167,167,52,1.0,1,20,0,0,0,1,4
168,168,52,1.0,0,17,0,0,0,1,3
169,169,52,1.0,1,44,1,0,0,1,3
170,170,52,1.0,1,30,1,1,0,1,5
171,171,52,1.0,1,22,1,0,0,0,11
172,172,9,0.0,1,30,1,0,0,0,3
173,173,17,0.0,0,23,1,0,0,0,8
174,174,52,1.0,1,20,1,1,0,0,2
175,175,52,1.0,0,19,1,0,0,0,10
176,176,52,1.0,1,21,1,0,0,1,1
177,177,52,1.0,1,22,1,0,0,1,6
178,178,52,1.0,1,19,1,0,0,1,2
179,179,52,1.0,1,21,1,0,0,0,10
180,180,16,0.0,0,38,1,0,0,1,3
181,181,52,1.0,1,24,1,0,0,0,7
182,182,52,1.0,1,39,1,1,1,0,2
183,183,3,0.0,0,30,1,0,0,1,3
184,184,52,1.0,0,37,1,1,0,0,0
185,185,52,1.0,1,23,1,0,0,1,2
186,186,52,1.0,0,21,0,0,0,1,1
187,187,52,1.0,1,31,1,1,0,1,1
188,188,52,1.0,1,24,1,0,0,0,13
189,189,52,1.0,0,31,0,1,1,1,3
190,190,52,1.0,0,24,1,0,0,1,2
191,191,52,1.0,1,24,1,1,0,1,1
192,192,52,1.0,1,21,0,1,0,0,1
193,193,52,1.0,1,22,1,0,0,0,2
194,194,45,0.0,0,20,1,0,0,1,5
195,195,52,1.0,1,21,1,1,0,1,0
196,196,52,1.0,1,24,1,1,0,1,2
197,197,52,1.0,0,25,1,1,0,1,1
198,198,52,1.0,0,19,1,0,0,1,1
199,199,52,1.0,0,20,0,0,0,0,2
200,200,52,1.0,0,20,1,1,0,1,4
201,201,28,0.0,0,24,1,1,0,0,1
202,202,52,1.0,1,18,1,0,0,0,4
203,203,16,0.0,1,28,1,0,0,1,5
204,204,15,0.0,1,19,1,0,0,0,4
205,205,52,1.0,0,19,1,1,0,0,1
206,206,52,1.0,0,25,1,1,1,0,0
207,207,52,1.0,1,19,0,0,0,0,1
208,208,52,1.0,1,25,1,0,0,0,2
209,209,14,0.0,0,24,1,0,0,0,0
210,210,52,1.0,1,20,1,1,0,1,1
211,211,52,1.0,1,30,1,0,0,1,1
212,212,52,1.0,0,29,1,1,0,1,4
213,213,52,1.0,0,28,0,1,1,1,4
214,214,52,1.0,1,36,1,0,0,1,1
215,215,52,1.0,1,23,1,1,0,0,7
216,216,52,1.0,1,23,1,0,0,0,2
217,217,52,1.0,0,24,1,1,0,1,4
218,218,52,1.0,0,29,1,1,1,1,1
219,219,52,1.0,0,26,1,1,1,1,2
220,220,52,1.0,0,39,0,1,1,0,3
221,221,52,1.0,1,20,1,1,0,1,1
222,222,52,1.0,0,23,1,1,0,1,3
223,223,52,1.0,1,21,1,1,0,1,2
224,224,52,1.0,1,21,1,0,0,1,1
225,225,7,0.0,1,20,0,0,0,1,2
226,226,52,1.0,1,20,0,0,0,1,3
227,227,52,1.0,1,27,1,1,0,1,2
228,228,43,0.0,0,18,0,1,0,0,3
229,229,46,0.0,1,25,1,1,0,0,1
230,230,40,0.0,1,20,1,0,0,0,6
231,231,52,1.0,1,20,1,1,0,0,5
232,232,14,0.0,0,20,0,0,0,0,7
233,233,52,1.0,0,24,0,1,1,0,11
234,234,52,1.0,1,23,1,0,0,0,1
235,235,8,0.0,0,28,1,1,0,0,4
236,236,52,1.0,0,21,1,0,0,0,2
237,237,52,1.0,0,25,1,0,0,0,1
238,238,52,1.0,0,24,1,1,0,1,1
239,239,52,1.0,0,29,1,1,1,0,3
240,240,52,1.0,0,22,1,1,1,1,2
241,241,25,0.0,0,28,1,0,0,1,18
242,242,52,1.0,0,19,1,0,0,1,1
243,243,52,1.0,0,20,1,1,0,1,1
244,244,17,0.0,0,20,1,0,0,1,5
245,245,37,0.0,1,22,1,1,0,1,1
246,246,52,1.0,0,20,1,0,0,1,8
247,247,52,1.0,1,21,1,0,0,1,2
248,248,52,1.0,1,21,1,1,0,1,1
249,249,32,0.0,0,19,1,0,0,1,3
250,250,52,1.0,0,26,1,1,0,1,1
251,251,52,1.0,0,23,1,1,1,1,2
252,252,52,1.0,1,22,0,1,0,1,4
253,253,52,1.0,1,24,1,1,0,0,8
254,254,52,1.0,1,40,1,0,0,0,5
255,255,52,1.0,1,32,1,0,0,0,2
256,256,52,1.0,0,38,1,1,0,0,0
257,257,52,1.0,0,26,1,1,0,1,1
258,258,12,0.0,1,27,1,1,0,1,0
259,259,52,1.0,0,29,1,1,1,1,3
260,260,18,0.0,0,20,1,1,0,1,4
261,261,52,1.0,0,22,1,0,0,0,1
262,262,52,1.0,0,22,0,0,0,0,5
263,263,14,0.0,1,19,1,1,0,0,12
264,264,52,1.0,0,22,1,1,0,0,1
265,265,52,1.0,0,19,1,0,0,0,3
266,266,52,1.0,1,32,1,1,0,0,1
267,267,52,1.0,1,25,1,1,0,1,2
268,268,38,0.0,0,21,1,0,0,1,2
269,269,52,1.0,1,36,1,1,0,1,1
270,270,24,0.0,0,40,1,1,0,0,2
271,271,20,0.0,1,20,1,0,0,1,1
272,272,32,0.0,1,19,1,0,0,1,0
273,273,52,1.0,0,18,1,0,0,1,4
274,274,52,1.0,1,28,1,1,0,0,0
275,275,52,1.0,1,22,1,1,0,0,2
276,276,52,1.0,1,25,1,0,0,1,1
277,277,52,1.0,1,28,1,1,0,0,2
278,278,52,1.0,1,25,1,1,0,0,2
279,279,52,1.0,1,20,1,1,0,0,4
280,280,52,1.0,1,24,1,0,0,0,5
281,281,52,1.0,0,24,1,1,0,0,0
282,282,52,1.0,1,36,0,1,0,1,2
283,283,52,1.0,1,34,1,1,0,0,1
284,284,31,0.0,0,19,1,1,0,1,5
285,285,20,0.0,1,23,1,0,0,1,1
286,286,40,0.0,0,19,1,1,0,1,3
287,287,52,1.0,1,40,1,1,0,0,2
288,288,52,1.0,1,31,1,1,0,0,2
289,289,52,1.0,0,23,1,1,1,1,0
290,290,52,1.0,0,42,1,0,0,1,2
291,291,42,0.0,1,26,1,1,1,1,1
292,292,52,1.0,0,20,1,0,0,1,9
293,293,26,0.0,0,27,1,1,0,1,1
294,294,52,1.0,1,24,1,0,0,0,5
295,295,52,1.0,0,25,1,0,0,0,2
296,296,52,1.0,1,22,1,1,0,1,3
297,297,52,1.0,1,20,1,0,0,1,2
298,298,52,1.0,1,20,1,1,0,1,2
299,299,47,0.0,0,22,1,0,0,1,3
300,300,52,1.0,0,18,1,1,0,1,1
301,301,52,1.0,0,20,1,1,0,1,2
302,302,40,0.0,0,20,1,1,0,1,1
303,303,52,1.0,0,22,1,1,0,1,2
304,304,52,1.0,1,30,1,1,1,0,2
305,305,52,1.0,0,36,0,1,0,0,1
306,306,52,1.0,0,25,0,1,1,1,5
307,307,21,0.0,0,29,1,0,0,1,3
308,308,52,1.0,0,19,1,1,0,1,3
309,309,52,1.0,1,24,1,1,0,1,2
310,310,52,1.0,1,21,1,0,0,0,0
311,311,52,1.0,1,35,1,1,0,1,6
312,312,52,1.0,1,19,0,1,0,0,4
313,313,1,0.0,0,20,1,0,0,0,0
314,314,43,0.0,0,22,0,0,0,0,3
315,315,24,0.0,0,23,1,1,0,0,1
316,316,11,0.0,0,19,1,0,0,0,18
317,317,52,1.0,0,18,1,0,0,1,3
318,318,52,1.0,1,38,0,1,0,1,2
319,319,52,1.0,1,18,0,0,0,1,6
320,320,52,1.0,0,22,1,1,1,1,1
321,321,33,0.0,0,21,1,0,0,1,3
322,322,52,1.0,0,21,1,1,0,1,1
323,323,46,0.0,1,21,1,0,0,1,5
324,324,36,0.0,1,17,1,0,0,1,3
325,325,52,1.0,1,22,1,1,0,1,1
326,326,52,1.0,1,23,1,1,1,1,0
327,327,18,0.0,1,19,1,0,0,1,4
328,328,52,1.0,1,21,1,1,0,0,1
329,329,52,1.0,1,35,1,1,0,0,5
330,330,50,0.0,0,23,1,1,0,0,8
331,331,52,1.0,1,22,1,0,0,0,2
332,332,34,0.0,1,25,1,0,0,0,11
333,333,52,1.0,1,20,1,1,0,0,4
334,334,35,0.0,1,19,0,0,0,0,1
335,335,52,1.0,0,20,1,0,0,0,1
336,336,52,1.0,1,41,0,1,1,1,3
337,337,39,0.0,0,23,0,1,0,1,4
338,338,9,0.0,1,26,1,1,0,0,0
339,339,52,1.0,0,26,1,0,0,0,2
340,340,52,1.0,1,38,1,1,0,1,1
341,341,52,1.0,0,27,1,1,0,1,1
342,342,34,0.0,1,19,1,0,0,1,3
343,343,52,1.0,0,25,1,1,0,0,1
344,344,52,1.0,1,30,1,1,0,0,2
345,345,52,1.0,1,42,1,1,0,0,1
346,346,44,0.0,0,20,1,1,0,1,2
347,347,52,1.0,1,23,1,1,0,1,1
348,348,52,1.0,0,21,1,0,0,1,3
349,349,35,0.0,1,20,1,1,0,0,3
350,350,30,0.0,0,17,1,0,0,0,1
351,351,39,0.0,1,26,1,0,1,0,5
352,352,52,1.0,1,24,1,1,0,1,1
353,353,52,1.0,0,37,1,1,1,1,1
354,354,52,1.0,0,28,1,1,1,1,1
355,355,52,1.0,0,33,1,1,0,1,0
356,356,19,0.0,1,22,1,0,0,1,4
357,357,52,1.0,0,25,1,1,1,1,2
358,358,43,0.0,0,20,0,0,1,0,10
359,359,52,1.0,0,20,1,0,0,0,1
360,360,48,0.0,1,24,0,1,0,0,4
361,361,37,0.0,1,26,0,0,0,0,11
362,362,20,0.0,1,26,1,1,0,1,1
363,363,52,1.0,0,25,0,1,0,1,1
364,364,52,1.0,0,26,1,1,0,1,1
365,365,36,0.0,1,23,1,0,0,0,3
366,366,52,1.0,1,28,1,0,0,1,4
367,367,52,1.0,0,27,1,1,0,1,0
368,368,52,1.0,1,23,1,0,0,0,3
369,369,52,1.0,0,17,1,0,0,1,7
370,370,52,1.0,0,20,0,0,0,1,4
371,371,52,1.0,1,20,1,0,0,1,5
372,372,52,1.0,1,20,0,0,0,1,9
373,373,30,0.0,1,22,1,1,0,1,2
374,374,52,1.0,0,31,1,0,0,1,1
375,375,52,1.0,0,43,1,1,0,0,1
376,376,52,1.0,0,29,1,1,0,0,1
377,377,52,1.0,1,21,1,0,0,0,0
378,378,52,1.0,0,24,0,1,0,0,2
379,379,52,1.0,1,30,1,1,1,0,3
380,380,52,1.0,0,22,1,1,0,0,0
381,381,52,1.0,1,26,1,1,1,0,1
382,382,42,0.0,1,20,1,1,0,0,0
383,383,52,1.0,0,23,1,1,0,0,6
384,384,52,1.0,0,25,1,1,0,1,5
385,385,52,1.0,1,40,1,1,0,1,2
386,386,52,1.0,1,30,1,1,1,1,0
387,387,26,0.0,0,22,1,0,1,1,2
388,388,40,0.0,0,18,1,0,0,1,2
389,389,52,1.0,0,18,1,0,0,1,0
390,390,52,1.0,0,24,1,1,0,1,2
391,391,52,1.0,1,25,1,1,1,1,2
392,392,35,0.0,1,19,1,0,0,1,2
393,393,52,1.0,0,24,1,1,0,1,2
394,394,46,0.0,0,24,1,0,1,1,2
395,395,52,1.0,0,18,1,1,0,1,3
396,396,49,0.0,1,18,1,1,0,1,0
397,397,52,1.0,0,23,1,1,0,0,0
398,398,52,1.0,0,20,1,0,0,1,2
399,399,49,0.0,1,18,1,1,0,1,1
400,400,52,1.0,0,23,1,1,0,1,2
401,401,52,1.0,1,20,1,0,0,1,1
402,402,52,1.0,0,23,1,0,0,0,5
403,403,52,1.0,0,23,1,1,0,1,1
404,404,52,1.0,0,23,1,1,1,1,2
405,405,35,0.0,0,20,1,1,0,1,4
406,406,52,1.0,1,26,1,1,1,0,4
407,407,52,1.0,1,30,1,0,0,0,1
408,408,52,1.0,1,36,0,1,0,0,4
409,409,52,1.0,1,43,1,1,0,0,4
410,410,27,0.0,0,20,0,1,0,0,1
411,411,52,1.0,1,24,1,1,0,1,1
412,412,52,1.0,0,22,1,1,0,0,1
413,413,52,1.0,1,20,1,0,1,0,1
414,414,52,0.0,0,21,1,0,0,0,0
415,415,45,0.0,1,18,1,0,0,0,5
416,416,4,0.0,0,18,1,1,0,0,1
417,417,52,0.0,0,33,1,1,0,1,2
418,418,36,0.0,1,19,1,0,0,1,2
419,419,52,1.0,1,21,0,1,0,1,1
420,420,52,1.0,1,21,1,0,0,1,1
421,421,8,0.0,1,21,1,1,0,1,4
422,422,15,0.0,1,22,1,0,0,1,3
423,423,52,1.0,0,18,1,0,0,1,3
424,424,19,0.0,0,18,1,0,0,0,2
425,425,52,1.0,0,24,1,1,0,1,2
426,426,12,0.0,1,22,1,1,1,1,2
427,427,52,1.0,1,31,0,1,0,1,3
428,428,52,1.0,0,20,1,0,0,1,1
429,429,52,1.0,1,20,1,1,1,1,1
430,430,52,1.0,0,29,1,1,0,1,3
431,431,52,1.0,1,24,1,1,0,1,1
